Voter ID,Age,Income,Employment Status,Sex,Marital Status,Education Level,State of Residence,Ethnicity,Region,Political Ideology,Registered Citizen Status,Sexuality,Military Status,Amount of Children,Likelihood to Vote,Income Bracket,Government Trust,Physical Health,Mental Health,Religion,Gun Possession Status
Democrat,30,160000,Self-employed,Non-Binary,Single,Bachelor's Degree,Kansas,Black,Unknown,Libertarian,Registered,Heterosexual,Non-Veteran,0,Unlikely,Low,Distrustful,Poor,Good,Christian,Non-Possessor
Republican,39,320000,Unemployed,Male,Widowed,High School,Idaho,Other,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,1,Undecided,High,Distrustful,Good,Good,Christian,Possessor
Democrat,55,75000,Self-employed,Male,Single,Bachelor's Degree,Arkansas,White,South,Socialist,Registered,Heterosexual,Non-Veteran,1,Unlikely,Middle,Trustful,Excellent,Poor,Christian,Non-Possessor
Republican,45,200000,Self-employed,Male,Widowed,Doctoral Degree,Indiana,Black,Midwest,Liberal,Registered,Heterosexual,Veteran,0,Likely,High,Trustful,Fair,Good,Christian,Possessor
Republican,27,45000,Retired,Male,Divorced,Bachelor's Degree,South Dakota,Asian,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,0,Unlikely,High,Neutral,Excellent,Good,Christian,Possessor
Democrat,57,30000,Student,Female,Married,Bachelor's Degree,Maine,Other,Northeast,Progressive,Registered,Heterosexual,Non-Veteran,3,Likely,High,Trustful,Poor,Fair,Muslim,Non-Possessor
Republican,27,30000,Unemployed,Male,Married,Master's Degree,New York,Hispanic,Northeast,Centrist,Registered,Heterosexual,Non-Veteran,0,Unlikely,High,Distrustful,Excellent,Good,Christian,Non-Possessor
Republican,18,250000,Retired,Male,Divorced,Master's Degree,Maine,Other,Northeast,Conservative,Registered,Heterosexual,Non-Veteran,4,Unlikely,Low,Distrustful,Fair,Good,Christian,Non-Possessor
Republican,23,160000,Retired,Female,Divorced,Master's Degree,Illinois,Black,Midwest,Centrist,Registered,Heterosexual,Non-Veteran,4,Likely,Middle,Neutral,Good,Excellent,Christian,Possessor
Democrat,26,255000,Employed,Male,Single,Bachelor's Degree,Maine,Other,Northeast,Progressive,Registered,Heterosexual,Non-Veteran,3,Undecided,Middle,Distrustful,Excellent,Excellent,Christian,Possessor
Republican,33,230000,Retired,Male,Divorced,Master's Degree,Kentucky,White,South,Conservative,Registered,Heterosexual,Non-Veteran,4,Likely,Middle,Distrustful,Excellent,Good,Christian,Non-Possessor
Republican,57,160000,Employed,Female,Divorced,High School,Delaware,Other,South,Conservative,Registered,Heterosexual,Non-Veteran,2,Unlikely,High,Neutral,Poor,Fair,Christian,Non-Possessor
Democrat,48,75000,Student,Male,Widowed,Bachelor's Degree,Oklahoma,Hispanic,South,Centrist,Registered,Gay,Non-Veteran,1,Likely,High,Neutral,Poor,Fair,Christian,Non-Possessor
Democrat,37,55000,Student,Female,Single,Associate Degree,Arkansas,Asian,South,Libertarian,Registered,Heterosexual,Veteran,3,Undecided,High,Trustful,Poor,Poor,Christian,Possessor
Republican,77,150000,Retired,Non-Binary,Married,Doctoral Degree,New Hampshire,Asian,Northeast,Libertarian,Registered,Heterosexual,Non-Veteran,4,Undecided,High,Neutral,Good,Fair,Muslim,Non-Possessor
Democrat,29,15000,Unemployed,Non-Binary,Divorced,Master's Degree,Montana,Other,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,4,Unlikely,Middle,Distrustful,Poor,Good,Christian,Non-Possessor
Democrat,38,215000,Student,Female,Single,Doctoral Degree,Vermont,Hispanic,Northeast,Progressive,Registered,Heterosexual,Non-Veteran,5,Undecided,High,Distrustful,Good,Poor,Christian,Possessor
Republican,78,15000,Self-employed,Non-Binary,Divorced,Master's Degree,North Carolina,White,South,Progressive,Registered,Gay,Non-Veteran,0,Unlikely,High,Neutral,Excellent,Good,Christian,Non-Possessor
Democrat,32,30000,Unemployed,Female,Divorced,Bachelor's Degree,Montana,Black,Unknown,Socialist,Registered,Heterosexual,Non-Veteran,3,Likely,Low,Trustful,Poor,Poor,Hindu,Non-Possessor
Democrat,32,160000,Student,Female,Divorced,Associate Degree,California,Asian,West Coast,Libertarian,Registered,Heterosexual,Veteran,3,Undecided,Low,Neutral,Poor,Excellent,Christian,Non-Possessor
Democrat,31,115000,Self-employed,Female,Single,High School,New Hampshire,Hispanic,Northeast,Liberal,Registered,Heterosexual,Non-Veteran,5,Undecided,Middle,Distrustful,Fair,Good,Muslim,Non-Possessor
Republican,68,155000,Employed,Male,Divorced,Associate Degree,Vermont,White,Northeast,Centrist,Registered,Gay,Non-Veteran,5,Undecided,High,Distrustful,Poor,Poor,Christian,Non-Possessor
Democrat,72,50000,Employed,Female,Single,Bachelor's Degree,Oregon,Hispanic,West Coast,Libertarian,Registered,Gay,Non-Veteran,5,Undecided,Middle,Distrustful,Fair,Good,Jewish,Non-Possessor
Democrat,64,125000,Unemployed,Male,Divorced,Bachelor's Degree,Alaska,Black,Unknown,Socialist,Registered,Heterosexual,Non-Veteran,1,Undecided,Middle,Trustful,Good,Excellent,Jewish,Possessor
Republican,45,60000,Student,Female,Married,High School,North Dakota,Hispanic,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,4,Undecided,High,Trustful,Excellent,Poor,Christian,Non-Possessor
Republican,55,250000,Retired,Male,Married,Associate Degree,Nevada,Other,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,1,Unlikely,Low,Neutral,Fair,Poor,Christian,Non-Possessor
Republican,61,210000,Student,Male,Married,Associate Degree,Alaska,Black,Unknown,Socialist,Registered,Heterosexual,Non-Veteran,0,Likely,Middle,Trustful,Excellent,Fair,Christian,Non-Possessor
Republican,71,80000,Unemployed,Non-Binary,Divorced,Bachelor's Degree,Utah,Black,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,5,Likely,High,Distrustful,Excellent,Excellent,Christian,Non-Possessor
Democrat,28,185000,Self-employed,Female,Married,Associate Degree,Iowa,Black,Midwest,Socialist,Registered,Heterosexual,Non-Veteran,5,Likely,Middle,Trustful,Excellent,Excellent,Christian,Non-Possessor
Democrat,75,195000,Retired,Female,Single,Bachelor's Degree,New York,White,Northeast,Socialist,Registered,Heterosexual,Non-Veteran,0,Likely,Low,Trustful,Good,Good,Christian,Non-Possessor
Democrat,37,220000,Student,Female,Married,Master's Degree,Colorado,Black,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,1,Undecided,High,Distrustful,Good,Poor,Christian,Possessor
Democrat,32,115000,Retired,Female,Widowed,Doctoral Degree,Michigan,Black,Midwest,Progressive,Registered,Heterosexual,Non-Veteran,4,Undecided,High,Trustful,Poor,Excellent,Christian,Non-Possessor
Republican,57,270000,Student,Male,Divorced,Associate Degree,New Mexico,Black,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,4,Likely,High,Neutral,Poor,Excellent,Christian,Non-Possessor
Republican,53,225000,Retired,Male,Single,Doctoral Degree,Iowa,Black,Midwest,Libertarian,Registered,Heterosexual,Non-Veteran,4,Likely,High,Trustful,Excellent,Fair,Jewish,Possessor
Democrat,24,115000,Retired,Non-Binary,Divorced,Master's Degree,Montana,Other,Unknown,Socialist,Registered,Heterosexual,Non-Veteran,1,Undecided,Middle,Distrustful,Excellent,Good,Christian,Possessor
Republican,58,315000,Employed,Female,Widowed,Doctoral Degree,Nebraska,Hispanic,Unknown,Conservative,Registered,Heterosexual,Veteran,5,Undecided,Low,Trustful,Excellent,Fair,Christian,Non-Possessor
Democrat,57,110000,Self-employed,Non-Binary,Single,Doctoral Degree,Nevada,White,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,1,Likely,Middle,Trustful,Fair,Fair,Christian,Possessor
Democrat,39,100000,Unemployed,Female,Widowed,High School,Georgia,White,South,Centrist,Registered,Heterosexual,Non-Veteran,0,Unlikely,Middle,Neutral,Fair,Poor,Hindu,Non-Possessor
Democrat,54,130000,Retired,Male,Single,Associate Degree,North Dakota,White,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,3,Undecided,Low,Trustful,Excellent,Fair,Christian,Non-Possessor
Republican,71,320000,Retired,Male,Divorced,Master's Degree,Montana,Other,Unknown,Centrist,Registered,Heterosexual,Veteran,1,Unlikely,High,Trustful,Excellent,Excellent,Jewish,Non-Possessor
Democrat,28,315000,Self-employed,Female,Single,Master's Degree,South Dakota,Asian,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,3,Likely,High,Neutral,Poor,Fair,Hindu,Non-Possessor
Republican,75,285000,Self-employed,Female,Widowed,Master's Degree,Arizona,White,Unknown,Centrist,Registered,Heterosexual,Non-Veteran,4,Undecided,Low,Neutral,Poor,Excellent,Hindu,Non-Possessor
Democrat,59,80000,Student,Male,Divorced,Bachelor's Degree,New York,Hispanic,Northeast,Conservative,Registered,Heterosexual,Veteran,0,Undecided,Middle,Trustful,Poor,Fair,Christian,Non-Possessor
Democrat,22,125000,Retired,Female,Divorced,Doctoral Degree,Oklahoma,Asian,South,Libertarian,Registered,Heterosexual,Non-Veteran,3,Likely,Low,Distrustful,Good,Fair,Christian,Possessor
Democrat,79,135000,Student,Male,Divorced,Doctoral Degree,Idaho,Asian,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,0,Unlikely,Low,Distrustful,Excellent,Fair,Christian,Non-Possessor
Democrat,52,55000,Unemployed,Male,Single,Doctoral Degree,Alaska,Asian,Unknown,Libertarian,Registered,Heterosexual,Non-Veteran,2,Undecided,Middle,Trustful,Excellent,Excellent,Christian,Non-Possessor
Democrat,40,40000,Unemployed,Male,Single,Bachelor's Degree,Pennsylvania,Other,Northeast,Conservative,Registered,Heterosexual,Non-Veteran,4,Unlikely,Middle,Trustful,Excellent,Excellent,Jewish,Possessor
Republican,48,285000,Retired,Female,Divorced,Bachelor's Degree,Colorado,White,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,3,Undecided,High,Distrustful,Good,Poor,Christian,Possessor
Republican,20,245000,Unemployed,Male,Widowed,High School,North Dakota,Black,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,0,Undecided,Middle,Distrustful,Good,Poor,Christian,Possessor
Democrat,50,170000,Self-employed,Male,Divorced,Master's Degree,Georgia,Hispanic,South,Centrist,Registered,Heterosexual,Non-Veteran,1,Likely,Middle,Trustful,Excellent,Good,Jewish,Possessor
Republican,26,185000,Retired,Male,Married,High School,Minnesota,Hispanic,Midwest,Liberal,Registered,Gay,Veteran,5,Undecided,Middle,Neutral,Poor,Fair,Christian,Non-Possessor
Democrat,28,150000,Employed,Male,Divorced,High School,Missouri,Other,Midwest,Conservative,Registered,Heterosexual,Non-Veteran,1,Undecided,Low,Trustful,Poor,Excellent,Christian,Non-Possessor
Republican,73,260000,Unemployed,Male,Married,Doctoral Degree,Florida,Hispanic,South,Libertarian,Registered,Heterosexual,Non-Veteran,3,Unlikely,High,Neutral,Poor,Good,Christian,Non-Possessor
Democrat,19,120000,Student,Female,Widowed,Associate Degree,Maine,White,Northeast,Liberal,Registered,Heterosexual,Non-Veteran,3,Likely,Low,Trustful,Fair,Fair,Christian,Non-Possessor
Republican,60,325000,Employed,Male,Single,Doctoral Degree,South Dakota,White,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,5,Likely,Middle,Distrustful,Excellent,Good,Christian,Non-Possessor
Democrat,61,345000,Retired,Male,Single,Master's Degree,Wisconsin,Black,Midwest,Liberal,Registered,Heterosexual,Non-Veteran,3,Undecided,Low,Trustful,Excellent,Fair,Muslim,Non-Possessor
Republican,77,145000,Retired,Male,Married,Doctoral Degree,Indiana,White,Midwest,Conservative,Registered,Heterosexual,Non-Veteran,5,Undecided,Low,Trustful,Good,Excellent,Christian,Non-Possessor
Republican,57,235000,Retired,Male,Married,Associate Degree,Wyoming,White,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,0,Undecided,Middle,Neutral,Poor,Poor,Christian,Possessor
Democrat,60,100000,Self-employed,Male,Single,Associate Degree,New Hampshire,Black,Northeast,Conservative,Registered,Heterosexual,Non-Veteran,4,Likely,High,Neutral,Poor,Fair,Hindu,Non-Possessor
Republican,27,275000,Employed,Female,Widowed,Doctoral Degree,Colorado,Black,Unknown,Socialist,Registered,Heterosexual,Non-Veteran,4,Unlikely,High,Neutral,Poor,Excellent,Christian,Non-Possessor
Democrat,49,190000,Unemployed,Female,Widowed,Doctoral Degree,South Carolina,White,South,Libertarian,Registered,Heterosexual,Non-Veteran,1,Undecided,Middle,Neutral,Good,Good,Jewish,Non-Possessor
Republican,20,260000,Self-employed,Female,Widowed,High School,Vermont,White,Northeast,Libertarian,Registered,Heterosexual,Non-Veteran,4,Unlikely,Middle,Neutral,Good,Excellent,Muslim,Non-Possessor
Republican,54,270000,Retired,Male,Single,Associate Degree,Colorado,White,Unknown,Libertarian,Registered,Heterosexual,Non-Veteran,4,Likely,Middle,Trustful,Poor,Poor,Christian,Non-Possessor
Democrat,54,90000,Employed,Male,Widowed,Associate Degree,Hawaii,Other,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,1,Undecided,Middle,Distrustful,Fair,Poor,Christian,Non-Possessor
Republican,72,325000,Unemployed,Female,Married,Doctoral Degree,Ohio,Other,Midwest,Conservative,Registered,Heterosexual,Non-Veteran,2,Unlikely,High,Distrustful,Good,Good,Christian,Non-Possessor
Democrat,75,280000,Unemployed,Female,Divorced,Master's Degree,Nevada,Asian,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,1,Undecided,Low,Neutral,Good,Fair,Muslim,Non-Possessor
Democrat,23,315000,Unemployed,Male,Widowed,High School,Tennessee,Black,South,Liberal,Registered,Heterosexual,Non-Veteran,3,Likely,Low,Neutral,Excellent,Good,Muslim,Possessor
Republican,77,135000,Student,Male,Widowed,Doctoral Degree,Illinois,Black,Midwest,Centrist,Registered,Heterosexual,Non-Veteran,5,Likely,High,Trustful,Excellent,Good,Muslim,Non-Possessor
Democrat,78,60000,Employed,Non-Binary,Single,Associate Degree,South Dakota,Hispanic,Unknown,Centrist,Registered,Heterosexual,Non-Veteran,0,Undecided,Middle,Distrustful,Poor,Poor,Christian,Non-Possessor
Republican,18,155000,Student,Male,Divorced,Doctoral Degree,Oklahoma,Black,South,Libertarian,Registered,Heterosexual,Non-Veteran,4,Undecided,High,Neutral,Good,Good,Hindu,Non-Possessor
Republican,53,145000,Self-employed,Male,Married,Associate Degree,Louisiana,Hispanic,South,Progressive,Registered,Heterosexual,Non-Veteran,1,Undecided,High,Trustful,Fair,Good,Christian,Non-Possessor
Democrat,44,295000,Employed,Female,Married,Bachelor's Degree,California,Asian,West Coast,Socialist,Registered,Heterosexual,Non-Veteran,1,Unlikely,Middle,Trustful,Fair,Fair,Hindu,Non-Possessor
Republican,59,280000,Employed,Male,Divorced,Doctoral Degree,Alabama,Black,South,Conservative,Registered,Heterosexual,Non-Veteran,5,Undecided,Middle,Neutral,Good,Poor,Christian,Non-Possessor
Democrat,37,195000,Student,Male,Single,Master's Degree,Hawaii,Hispanic,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,4,Likely,Low,Distrustful,Fair,Good,Christian,Non-Possessor
Republican,44,265000,Employed,Male,Married,Doctoral Degree,West Virginia,Hispanic,South,Centrist,Registered,Heterosexual,Non-Veteran,4,Undecided,High,Distrustful,Good,Fair,Jewish,Non-Possessor
Republican,51,240000,Self-employed,Female,Divorced,Master's Degree,Kansas,White,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,4,Likely,Middle,Neutral,Fair,Poor,Christian,Possessor
Republican,28,295000,Retired,Male,Single,Bachelor's Degree,New Hampshire,White,Northeast,Liberal,Registered,Heterosexual,Veteran,0,Likely,Low,Trustful,Fair,Excellent,Christian,Possessor
Republican,32,310000,Self-employed,Female,Widowed,High School,New Mexico,Black,Unknown,Centrist,Registered,Heterosexual,Veteran,0,Likely,Middle,Neutral,Good,Good,Muslim,Non-Possessor
Democrat,61,20000,Unemployed,Female,Widowed,Bachelor's Degree,Texas,Asian,South,Centrist,Registered,Heterosexual,Non-Veteran,0,Likely,High,Trustful,Poor,Fair,Hindu,Possessor
Republican,47,120000,Student,Female,Widowed,High School,North Carolina,Other,South,Centrist,Registered,Heterosexual,Veteran,3,Likely,High,Distrustful,Poor,Excellent,Christian,Possessor
Democrat,51,60000,Self-employed,Non-Binary,Divorced,Doctoral Degree,Maine,Hispanic,Northeast,Centrist,Registered,Heterosexual,Non-Veteran,2,Unlikely,High,Trustful,Poor,Fair,Christian,Non-Possessor
Democrat,54,55000,Student,Female,Single,Master's Degree,Louisiana,Other,South,Progressive,Registered,Heterosexual,Non-Veteran,2,Unlikely,High,Distrustful,Good,Poor,Jewish,Non-Possessor
Democrat,22,320000,Retired,Male,Divorced,Master's Degree,New Mexico,White,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,2,Undecided,Low,Trustful,Poor,Poor,Christian,Non-Possessor
Democrat,45,45000,Student,Female,Divorced,Master's Degree,Iowa,Asian,Midwest,Socialist,Registered,Heterosexual,Non-Veteran,1,Undecided,Middle,Neutral,Excellent,Poor,Jewish,Non-Possessor
Republican,34,345000,Retired,Female,Married,Associate Degree,New York,Black,Northeast,Progressive,Registered,Heterosexual,Non-Veteran,4,Unlikely,Low,Neutral,Good,Excellent,Christian,Non-Possessor
Democrat,34,290000,Student,Male,Single,High School,South Carolina,Other,South,Liberal,Registered,Heterosexual,Non-Veteran,1,Likely,Low,Distrustful,Good,Fair,Christian,Non-Possessor
Democrat,33,35000,Self-employed,Male,Married,Doctoral Degree,Minnesota,Asian,Midwest,Centrist,Registered,Heterosexual,Non-Veteran,2,Likely,Low,Trustful,Fair,Good,Christian,Non-Possessor
Republican,71,335000,Self-employed,Female,Widowed,High School,Colorado,Other,Unknown,Libertarian,Registered,Heterosexual,Non-Veteran,1,Unlikely,Low,Neutral,Poor,Poor,Christian,Non-Possessor
Democrat,39,45000,Unemployed,Female,Divorced,Doctoral Degree,Alaska,Hispanic,Unknown,Progressive,Registered,Gay,Non-Veteran,0,Likely,High,Distrustful,Fair,Poor,Christian,Non-Possessor
Republican,34,210000,Retired,Female,Married,Bachelor's Degree,Colorado,White,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,2,Likely,High,Neutral,Good,Fair,Christian,Non-Possessor
Democrat,29,275000,Retired,Male,Divorced,Master's Degree,Washington,Asian,West Coast,Libertarian,Registered,Heterosexual,Non-Veteran,5,Undecided,Low,Trustful,Fair,Good,Muslim,Possessor
Democrat,20,80000,Student,Female,Widowed,High School,New Mexico,Black,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,2,Undecided,Low,Distrustful,Poor,Poor,Jewish,Possessor
Democrat,74,45000,Employed,Male,Widowed,Bachelor's Degree,Tennessee,Asian,South,Socialist,Registered,Heterosexual,Non-Veteran,5,Undecided,Low,Trustful,Fair,Poor,Christian,Non-Possessor
Republican,22,80000,Self-employed,Male,Widowed,Master's Degree,Arkansas,White,South,Centrist,Registered,Heterosexual,Veteran,4,Likely,Middle,Distrustful,Good,Poor,Christian,Non-Possessor
Democrat,36,50000,Student,Female,Married,Bachelor's Degree,Delaware,White,South,Conservative,Registered,Heterosexual,Non-Veteran,1,Unlikely,High,Neutral,Good,Poor,Hindu,Non-Possessor
Democrat,27,215000,Self-employed,Non-Binary,Single,Associate Degree,Colorado,Black,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,1,Unlikely,High,Trustful,Good,Poor,Christian,Non-Possessor
Democrat,29,25000,Student,Male,Widowed,Bachelor's Degree,Colorado,White,Unknown,Liberal,Registered,Heterosexual,Non-Veteran,1,Unlikely,Low,Distrustful,Excellent,Good,Muslim,Possessor
Democrat,43,60000,Employed,Female,Married,Associate Degree,Massachusetts,White,Northeast,Libertarian,Registered,Heterosexual,Non-Veteran,4,Undecided,Low,Trustful,Poor,Good,Christian,Possessor
Republican,64,280000,Retired,Male,Widowed,Master's Degree,Nebraska,Other,Unknown,Centrist,Registered,Heterosexual,Non-Veteran,0,Undecided,High,Neutral,Poor,Fair,Christian,Non-Possessor
Republican,60,80000,Unemployed,Male,Married,Bachelor's Degree,Kentucky,Other,South,Socialist,Registered,Heterosexual,Non-Veteran,5,Unlikely,Middle,Distrustful,Fair,Good,Christian,Non-Possessor
Democrat,19,105000,Retired,Male,Widowed,Doctoral Degree,New York,Black,Northeast,Libertarian,Registered,Gay,Non-Veteran,5,Likely,Low,Trustful,Excellent,Poor,Christian,Non-Possessor
Democrat,22,245000,Student,Female,Single,Associate Degree,Louisiana,Black,South,Progressive,Registered,Heterosexual,Non-Veteran,0,Undecided,Middle,Trustful,Good,Excellent,Christian,Non-Possessor
Democrat,31,70000,Unemployed,Male,Married,Master's Degree,Connecticut,Hispanic,Northeast,Progressive,Registered,Heterosexual,Non-Veteran,0,Unlikely,Low,Trustful,Excellent,Poor,Christian,Non-Possessor
Republican,50,220000,Retired,Male,Divorced,High School,Texas,Black,South,Socialist,Registered,Heterosexual,Non-Veteran,4,Likely,High,Neutral,Good,Fair,Hindu,Non-Possessor
Republican,61,185000,Employed,Female,Married,Doctoral Degree,South Carolina,Other,South,Libertarian,Registered,Heterosexual,Non-Veteran,1,Unlikely,Middle,Distrustful,Poor,Good,Christian,Possessor
Republican,36,125000,Student,Male,Married,Bachelor's Degree,Tennessee,Hispanic,South,Libertarian,Registered,Heterosexual,Non-Veteran,2,Likely,Middle,Distrustful,Good,Excellent,Christian,Possessor
Democrat,61,145000,Unemployed,Male,Widowed,Associate Degree,Wisconsin,Asian,Midwest,Centrist,Registered,Heterosexual,Non-Veteran,1,Unlikely,High,Trustful,Good,Poor,Christian,Non-Possessor
Democrat,19,265000,Unemployed,Male,Widowed,Doctoral Degree,North Carolina,Black,South,Socialist,Registered,Heterosexual,Non-Veteran,4,Likely,Middle,Distrustful,Fair,Excellent,Muslim,Non-Possessor
Democrat,65,240000,Student,Male,Divorced,Doctoral Degree,New Jersey,Asian,Northeast,Conservative,Registered,Heterosexual,Non-Veteran,2,Likely,Middle,Neutral,Good,Good,Muslim,Non-Possessor
Republican,52,135000,Self-employed,Female,Single,Bachelor's Degree,Maine,White,Northeast,Conservative,Registered,Heterosexual,Non-Veteran,1,Unlikely,Middle,Distrustful,Excellent,Good,Christian,Non-Possessor
Democrat,49,105000,Retired,Male,Divorced,Bachelor's Degree,South Dakota,White,Unknown,Progressive,Registered,Heterosexual,Non-Veteran,1,Unlikely,Middle,Neutral,Good,Fair,Jewish,Non-Possessor
Democrat,48,330000,Retired,Female,Single,Master's Degree,Missouri,Other,Midwest,Socialist,Registered,Heterosexual,Non-Veteran,5,Undecided,Middle,Distrustful,Good,Poor,Christian,Non-Possessor
Republican,55,345000,Self-employed,Female,Divorced,High School,Mississippi,Other,South,Libertarian,Registered,Heterosexual,Non-Veteran,4,Undecided,Low,Trustful,Fair,Good,Christian,Non-Possessor
Democrat,36,180000,Self-employed,Male,Single,High School,Arizona,Hispanic,Unknown,Conservative,Registered,Heterosexual,Non-Veteran,4,Undecided,Low,Distrustful,Poor,Poor,Muslim,Non-Possessor
Democrat,45,325000,Retired,Non-Binary,Divorced,High School,Vermont,Other,Northeast,Liberal,Registered,Heterosexual,Non-Veteran,0,Unlikely,Middle,Neutral,Good,Poor,Hindu,Non-Possessor
Democrat,66,260000,Self-employed,Male,Married,High School,Arkansas,Hispanic,South,Progressive,Registered,Gay,Non-Veteran,2,Likely,Low,Neutral,Poor,Fair,Muslim,Possessor
Republican,47,245000,Employed,Male,Divorced,Doctoral Degree,Arkansas,White,South,Libertarian,Registered,Heterosexual,Non-Veteran,4,Likely,Middle,Neutral,Poor,Poor,Christian,Non-Possessor
Democrat,29,60000,Self-employed,Female,Widowed,Doctoral Degree,New York,Other,Northeast,Conservative,Registered,Heterosexual,Non-Veteran,5,Likely,Low,Trustful,Poor,Fair,Christian,Non-Possessor
Republican,46,285000,Student,Non-Binary,Married,High School,Indiana,White,Midwest,Conservative,Registered,Heterosexual,Non-Veteran,3,Likely,High,Distrustful,Poor,Fair,Christian,Non-Possessor
Democrat,55,120000,Self-employed,Female,Single,Bachelor's Degree,Wisconsin,Asian,Midwest,Libertarian,Registered,Heterosexual,Veteran,1,Undecided,Low,Trustful,Excellent,Good,Jewish,Non-Possessor
Democrat,32,205000,Student,Female,Widowed,Associate Degree,Pennsylvania,Black,Northeast,Socialist,Registered,Heterosexual,Non-Veteran,5,Unlikely,Low,Trustful,Fair,Good,Christian,Non-Possessor
Democrat,46,135000,Self-employed,Female,Widowed,Master's Degree,Rhode Island,Other,Northeast,Socialist,Registered,Gay,Non-Veteran,5,Undecided,Middle,Neutral,Good,Excellent,Christian,Non-Possessor
Democrat,58,95000,Employed,Female,Married,Master's Degree,Arizona,Hispanic,Unknown,Liberal,Registered,Gay,Non-Veteran,5,Likely,Low,Neutral,Fair,Fair,Christian,Non-Possessor
Republican,39,265000,Retired,Male,Widowed,Associate Degree,Mississippi,Black,South,Centrist,Registered,Heterosexual,Non-Veteran,5,Undecided,High,Trustful,Poor,Good,Christian,Possessor
Republican,64,125000,Self-employed,Female,Single,Associate Degree,Texas,Hispanic,South,Liberal,Registered,Heterosexual,Non-Veteran,5,Likely,High,Neutral,Good,Poor,Christian,Non-Possessor
Republican,55,265000,Student,Male,Married,High School,Colorado,Asian,Unknown,Libertarian,Registered,Heterosexual,Veteran,1,Likely,High,Trustful,Poor,Excellent,Jewish,Non-Possessor
Democrat,27,70000,Employed,Female,Married,High School,Missouri,White,Midwest,Socialist,Registered,Heterosexual,Non-Veteran,4,Unlikely,Middle,Distrustful,Poor,Good,Hindu,Non-Possessor
Republican,59,35000,Self-employed,Male,Widowed,Master's Degree,Ohio,Asian,Midwest,Libertarian,Registered,Heterosexual,Non-Veteran,4,Likely,Low,Distrustful,Poor,Poor,Christian,Non-Possessor
Democrat,47,165000,Retired,Male,Divorced,Bachelor's Degree,Pennsylvania,Asian,Northeast,Progressive,Registered,Heterosexual,Non-Veteran,3,Unlikely,Middle,Neutral,Excellent,Fair,Muslim,Non-Possessor
Republican,39,290000,Unemployed,Male,Widowed,High School,Kentucky,Black,South,Centrist,Registered,Heterosexual,Non-Veteran,4,Undecided,Middle,Trustful,Poor,Good,Christian,Non-Possessor
Democrat,23,315000,Employed,Female,Single,High School,Maryland,Hispanic,South,Conservative,Registered,Heterosexual,Non-Veteran,2,Undecided,Middle,Neutral,Excellent,Poor,Jewish,Non-Possessor
Democrat,61,250000,Employed,Non-Binary,Divorced,Doctoral Degree,Missouri,Hispanic,Midwest,Liberal,Registered,Heterosexual,Non-Veteran,3,Likely,High,Trustful,Poor,Excellent,Muslim,Non-Possessor
Republican,66,145000,Retired,Male,Widowed,Master's Degree,Montana,Other,Unknown,Socialist,Registered,Heterosexual,Non-Veteran,4,Unlikely,High,Neutral,Fair,Good,Christian,Non-Possessor
Democrat,56,150000,Unemployed,Non-Binary,Widowed,Master's Degree,Utah,Black,Unknown,Centrist,Registered,Heterosexual,Non-Veteran,5,Unlikely,Middle,Neutral,Poor,Excellent,Christian,Possessor
Democrat,18,150000,Retired,Female,Divorced,High School,South Carolina,White,South,Liberal,Registered,Heterosexual,Non-Veteran,0,Undecided,High,Trustful,Fair,Poor,Muslim,Non-Possessor
Democrat,56,250000,Student,Male,Widowed,Associate Degree,Kansas,Hispanic,Unknown,Centrist,Registered,Gay,Non-Veteran,5,Likely,Low,Distrustful,Fair,Good,Muslim,Possessor
Democrat,36,135000,Student,Male,Widowed,Associate Degree,Massachusetts,Hispanic,Northeast,Socialist,Registered,Heterosexual,Non-Veteran,2,Likely,Low,Trustful,Poor,Fair,Christian,Non-Possessor
Democrat,34,170000,Student,Male,Widowed,Associate Degree,Kentucky,Other,South,Socialist,Registered,Heterosexual,Non-Veteran,5,Likely,Low,Neutral,Fair,Excellent,Christian,Non-Possessor
